review_status,display_tier,kevin_manual_tier,ai_prescreen_tier,company,category,location,website,email,phone_whatsapp,product_fit,huasue_series_fit,recommended_angle,recommended_first_channel,contact_status,followup_status,next_action,background_research_status,scale_check_status,revenue_status,social_media_status,kevin_feedback_notes,feedback_source,source_notes
未审核-AI预筛,T2 AI_prescreen,,T2 AI_prescreen,Michigan Pastries,premium frozen cakes and desserts,Johor Bahru,https://www.michiganpastries.com/about-us,,verify from website/social,premium frozen cake and desserts,F/E first; T/J optional,"frozen cake containers, clear dessert boxes, cake trays, retail dessert packaging",WhatsApp/phone first,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T2 AI_prescreen,,T2 AI_prescreen,Nestle Ice Cream,ice cream / frozen dessert,Malaysia presence likely via Nestle Malaysia,,,,,F/E first; T/J optional,PP tubs / dessert cups / ice cream container benchmarking,Background/contact research first,,uncontacted,Find Nestle Malaysia packaging procurement or factory contact; check if MIFB/food expo route exists,not_started,not_checked,not_checked,not_checked,,,High value but difficult; use as benchmark and long-term account.
未审核-AI预筛,T2 AI_prescreen,,T2 AI_prescreen,Pak Keong Food Industries Sdn Bhd,,"Lot PT 51670, Hala Jati 7, Kawasan Perindustrian Taman Meru, 30020 Ipoh, Malaysia",https://pkf.com.my/,pkfcones@gmail.com,6011-55028391,"Ice cream cones, wafer cone protection, B2B foodservice packs",T/J first; F/E optional,Wafer cone anti-breakage tray and foodservice bulk packaging,WhatsApp/phone first,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T2 AI_prescreen,,T2 AI_prescreen,Sinyang Plastic,peer_manufacturer,Malaysia,https://sinyangplastic.com/oem-products/,,,OEM products and plastic injection moulding services,B/T first; A/K optional,K-series general items; T-series tubs; J-series packaging; complementary/overflow selected SKU cooperation,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
已审核,T2-T3,T2-T3,,Fantastic Food Factory,halal food manufacturer OEM / food_sweet_expanded,Petaling Jaya Selangor,https://www.fantasticfoodfactory.com/,sales@fantasticfoodfactory.com,+603-7832 7251,cakes cup desserts OEM food,F/E first; T/J optional,"cup dessert containers, cake cups, clear dessert packaging, frozen dessert packs",Email,drafted_not_sent,drafted_not_sent,Review/send Gmail draft r-3502469360609977176; then follow up by WhatsApp/phone where available,not_started,not_checked,not_checked,not_checked,Fit not as high as previously scored. Needs stricter product-format review.,kevin_selection_feedback_round_2026-07-05.md,"Third batch food/sweet focus. Category: halal food manufacturer OEM. Angle: cup dessert containers, cake cups, clear dessert packaging. Website added in signature."
已审核,T2-T3,T2-T3,,FJ Food Solution Sdn Bhd,sauce_condiment_oem / food_oem_private_label,Kuala Lumpur,https://fjfood.com.my/oem-sauce-food-manufacturing/,enquiry@fjfood.com.my,,"OEM sauce, ready meal, private label",B/T first; A/K optional,"PP/IML small tub, sauce cup, OEM packaging test",Email,sent,sent,Email sent from Gmail draft r-3018553862845987116; phone follow-up if no reply,not_started,not_checked,not_checked,not_checked,Prepared/sauce/OEM type; likely soft-pack/line constraints.,kevin_selection_feedback_round_2026-07-05.md,"Gmail draft created. Duplicated in sauce and OEM pools; created one draft only. Angle: PP/IML small tubs, sauce cups, OEM packaging test samples and foodservice containers. User confirmed all first-batch drafts were sent on 2026-07-03."
已审核,T2-T3,T2-T3,,Gongga Food Sdn Bhd,central kitchen bakery sauce OEM / food_sweet_expanded,Subang Jaya Selangor,https://www.gonggafood.com.my/,my-fb-sales@jdecoffee.com,+6016-550 0535 WhatsApp,central food processing bakery sauces dessert,F/E first; T/J optional,"ready-meal tubs, sauce cups, bakery containers, dessert cups, foodservice packs",Email,drafted_not_sent,drafted_not_sent,Review/send Gmail draft r-1412332613503960075; then follow up by WhatsApp/phone where available,not_started,not_checked,not_checked,not_checked,Fit not high enough for top priority.,kevin_selection_feedback_round_2026-07-05.md,"Third batch food/sweet focus. Category: central kitchen bakery sauce OEM. Angle: ready-meal tubs, sauce cups, bakery containers, dessert cups. Website added in signature."
已审核,T2-T3,T2-T3,,KL Kris Food Ind,food/snack manufacturer; food_direct_customer,Malaysia / FDM featured,https://www.fooddrinksmalaysia.com/who-exhibits/,,,food and snack products,T/J first; F/E optional,"clear snack containers, PET jars, retail packs",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,not_started,not_checked,not_checked,not_checked,Average.,kevin_selection_feedback_round_2026-07-05.md,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
已审核,T2/T3 need_check,T2/T3 need_check,,Lavender Bakery,bakery cafe chain; supply_chain_outsourcing,Malaysia,https://mifb.com.my/mycafeexpo/,,,bakery/cafe chain,C/E first; T/J optional,"cake trays, PET boxes, paper bags, paper cups",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify buyer/procurement contact and current packaging; classify as supply-chain outsourcing opportunity.,not_started,not_checked,not_checked,not_checked,"Possible, but needs scale and packaging route check.",kevin_selection_feedback_round_2026-07-05.md,"Malaysia Café Expo ecosystem target: MCE official page states it covers cafe owners, roasters, suppliers, bakery/pastries, snacks/confectionery and cafe franchise/licensing brands; these are target ecosystem companies, not confirmed exhibitor names."
已审核,T2-T3,T2-T3,,Sauce Empire Manufacturing / Nyolike,sauce_condiment_oem,"Kajang, Selangor",https://nyolike.com/private-label-oem/,nyolike.info@gmail.com,+6012-347 2668 / +6012-347 1449,"OEM sauce, retail pack, food service pack",B/T first; A/K optional,"sauce cups, PP/IML small tubs, small pails, foodservice packaging",Email,drafted_not_sent,drafted_not_sent,Review/send Gmail draft r456450800614734445; WhatsApp/call +6012-3472668 or +6012-3471449,not_started,not_checked,not_checked,not_checked,Sauce category is tied to production line; soft packaging likely. Lower from previous priority.,kevin_selection_feedback_round_2026-07-05.md,"Second batch. Angle: sauce cups, PP/IML small tubs, small pails and foodservice packaging."
已审核,T2/T3 need_check,T2/T3 need_check,,Secret Recipe Malaysia,cake/cafe restaurant chain; supply_chain_outsourcing,Malaysia,https://mifb.com.my/mycafeexpo/,,,cakes and cafe restaurant chain,C/E first; T/J optional,"cake display trays, PET boxes, paper bags, takeaway containers",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify buyer/procurement contact and current packaging; classify as supply-chain outsourcing opportunity.,not_started,not_checked,not_checked,not_checked,"Large group, but unknown whether packaging is outsourced or centrally procured.",kevin_selection_feedback_round_2026-07-05.md,"Malaysia Café Expo ecosystem target: MCE official page states it covers cafe owners, roasters, suppliers, bakery/pastries, snacks/confectionery and cafe franchise/licensing brands; these are target ecosystem companies, not confirmed exhibitor names."
已审核,T2-T3,T2-T3,,TCL Food Industries Sdn Bhd,F&B distributor/supplier / snack_confectionery,Klang Selangor Malaysia,https://www.tclfood.com.my/,sales@tclfoods.com.my,,"confectionery, candy, biscuit, food supplier",T/J first; F/E optional,Distributor partnership for packaging or food brand packaging needs,Email,sent,sent,Email sent from Gmail draft r-4581261754366325; phone follow-up if no reply,not_started,not_checked,not_checked,not_checked,"Large group, possible opportunity but uncertain.",kevin_selection_feedback_round_2026-07-05.md,"Gmail draft created. Angle: PET jars, clear shelf-display containers and retail promotion packs. No WhatsApp in current source row. User confirmed all first-batch drafts were sent on 2026-07-03."
已审核,T2-T3,T2-T3,,ZUS Coffee,cafe chain; supply_chain_outsourcing,Malaysia,https://mifb.com.my/mycafeexpo/,,,large Malaysia cafe chain,F/E first; T/J optional,"paper cups, cup lids, takeaway paper bags, nonwoven event bags, dessert/bakery packaging",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify buyer/procurement contact and current packaging; classify as supply-chain outsourcing opportunity.,not_started,not_checked,not_checked,not_checked,"Coffee-chain consumables: lids, cups, nonwoven/paper bags.",kevin_selection_feedback_round_2026-07-05.md,"Malaysia Café Expo ecosystem target: MCE official page states it covers cafe owners, roasters, suppliers, bakery/pastries, snacks/confectionery and cafe franchise/licensing brands; these are target ecosystem companies, not confirmed exhibitor names."
已审核,T3/T4,T3/T4,,Abin Snack Food Supplier Enterprise,snack supplier; channel_or_distributor,Malaysia,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,snack supplier,T/J first; F/E optional,"PET jars, snack tubs, paper bags for retail",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,not_started,not_checked,not_checked,not_checked,"Not a food manufacturer. Treat as distributor/channel entry, not core factory target.",kevin_selection_feedback_round_2026-07-06.md,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
已审核,T3/T4,T3/T4,,Aquarium & Pet Products suppliers via Qian Hu network,pet_reptile_aquarium,Selangor,https://www.qianhu.com.my/,,,B2B aquaculture/pet distribution,Non-food track; lower current priority,B2B channel discovery for pet/reptile packaging,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,"Not a food manufacturer. Treat as distributor/channel entry, not core factory target.",kevin_selection_feedback_round_2026-07-06.md,
已审核,T3-T4,T3-T4,,Fuji Bakery Supplies (M) Sdn Bhd,bakery supplies and OEM / food_oem_private_label,"Bandar Puncak Alam, Kuala Selangor, Selangor, Malaysia",https://fujibakery.com.my/oem-products/,sales@fujibakery.com.my,603-60383320 / 603-60383370,Bakery supplies and OEM products,T/J first; F/E optional,Bakery supply channel: ask if they supply packaging or can introduce bakery customers,Email,drafted_not_sent,drafted_not_sent,Review/send Gmail draft r-4198117852477909272; call 603-60383320,not_started,not_checked,not_checked,not_checked,Soft pouch and thermoformed packaging more common; injection need uncertain.,kevin_selection_feedback_round_2026-07-05.md,"Second batch. Bakery supplies/channel partner. Angle: clear containers, PET jars, tub packaging."
已审核,T3,T3,,Gigi Coffee,cafe chain; supply_chain_outsourcing,Malaysia,https://mifb.com.my/mycafeexpo/,,,large Malaysia cafe chain,Supply-chain outsourcing; not HUASUE-only,"paper cups, paper bags, takeaway food containers, nonwoven bags",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify buyer/procurement contact and current packaging; classify as supply-chain outsourcing opportunity.,not_started,not_checked,not_checked,not_checked,"Paper bags, nonwoven bags, cups, lids; mostly outsourced supply-chain, not current HUASUE core.",kevin_selection_feedback_round_2026-07-05.md,"Malaysia Café Expo ecosystem target: MCE official page states it covers cafe owners, roasters, suppliers, bakery/pastries, snacks/confectionery and cafe franchise/licensing brands; these are target ecosystem companies, not confirmed exhibitor names."
已审核,T3,T3,,Inside Scoop,ice cream/dessert chain; supply_chain_outsourcing,Malaysia,https://mifb.com.my/mycafeexpo/,,,dessert/ice cream chain,F/E first; T/J optional,"dessert cups, PP tubs, paper cups, paper bags",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify buyer/procurement contact and current packaging; classify as supply-chain outsourcing opportunity.,not_started,not_checked,not_checked,not_checked,"Ice-cream chain; paper bags, nonwoven bags, paper cups. Only consider PP/PET if retail product line exists.",kevin_selection_feedback_round_2026-07-05.md,"Malaysia Café Expo ecosystem target: MCE official page states it covers cafe owners, roasters, suppliers, bakery/pastries, snacks/confectionery and cafe franchise/licensing brands; these are target ecosystem companies, not confirmed exhibitor names."
已审核,T3-T5,T3-T5,,Kawan Food Berhad,frozen_food; food_direct_customer,Selangor,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,"frozen paratha, pastry, ready food",C/E first; T/J optional,freezer-grade PP/PET tray and branded frozen pack,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,Hard fit; flatbread/paratha style product line does not match well. User gave both T5 and later T3 depending route; default lower unless new evidence.,kevin_selection_feedback_round_2026-07-05.md,
已审核,T3-T5,T3-T5,,Kawan Food Manufacturing Sdn Bhd,frozen food manufacturer,Malaysia,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,frozen paratha/pastry/ready food,C/E first; T/J optional,"PP trays, frozen retail packs, clear containers",Website/contact discovery,needs_contact_research,uncontacted,Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,not_started,not_checked,not_checked,not_checked,Hard fit; flatbread/paratha style product line does not match well. User gave both T5 and later T3 depending route; default lower unless new evidence.,kevin_selection_feedback_round_2026-07-05.md,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
已审核,T3/T4,T3/T4,,MTM / paper and stationery suppliers,office_stationery_storage,Malaysia,https://www.mtm.com.my/,,,stationery supplies,Supply-chain outsourcing; not HUASUE-only,document box and office storage,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,"Not a food manufacturer. Treat as distributor/channel entry, not core factory target.",kevin_selection_feedback_round_2026-07-06.md,
已审核,T3,T3,,Pastry World Malaysia,wholesale bakery manufacturer / food_sweet_expanded,Selangor,https://www.pastryworld.my/about,customerservice@pastryworld.my,+6017-538 0009 / +603-5121 8989,wholesale bakery cakes pastry,F/E first; T/J optional,"cake boxes, clear bakery containers, PET jars, dessert cups, pastry trays",Email,drafted_not_sent,drafted_not_sent,Review/send Gmail draft r-1012602678335781319; then follow up by WhatsApp/phone where available,not_started,not_checked,not_checked,not_checked,"Bakery OEM, uncertain fit.",kevin_selection_feedback_round_2026-07-05.md,"Third batch food/sweet focus. Category: wholesale bakery manufacturer. Angle: cake boxes, clear bakery containers, dessert cups, pastry trays. Website added in signature."
未审核-AI预筛,T3 AI_prescreen,,T3 AI_prescreen,Access Plastic Sdn Bhd,peer_manufacturer,Malaysia,https://accessplastic.com/products.htm,,,Injection moulding and blow moulding for food and medical plastic packaging,Needs product-format check,K-series general items; T-series tubs; J-series packaging; complementary/overflow selected SKU cooperation,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,ACE Hardware Malaysia,hardware_fastener_parts_box,Malaysia,https://www.acehardware.com.my/,,,hardware retail,Non-food track; lower current priority,retail storage/parts organizer category buyer,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,Ace Tex Packaging,plastic food container supplier,Malaysia,https://www.ace.com.my/,,,Plastic food container supplier and disposable food container manufacturer/supplier,Needs product-format check,K-series general items; T-series tubs; J-series packaging; complementary/overflow selected SKU cooperation,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,AKAH Marketing Sdn Bhd,food packaging supplier,Subang Jaya Selangor Malaysia,https://www.akahmarketing.com/ourproducts/cid/430293/cat/take-away-container-paper-plastic/,,,Take-away container and packaging specialist,Needs product-format check,Direct channel for takeaway/food packaging items; K-series can be offered for general commodity packaging if suitable,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Ananas Premium,pineapple/fruit product brand; food_direct_customer,Malaysia / FDM featured,https://www.fooddrinksmalaysia.com/who-exhibits/,,,fruit products,T/J first; F/E optional,"PET clear boxes, gift packs, paper bags",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,not_started,not_checked,not_checked,not_checked,,,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Apollo Food Holdings Berhad,bakery_biscuit_cookie,"70, Jalan Langkasuka, Larkin Industrial Area, 80350 Johor Bahru, Johor, Malaysia",https://www.apollofood.com.my/get-in-touch/,customercare@apollofood.com.my,+607-236 5096; +607-236 5097; +607-237 4748 / +607-2365096 / +607-2365097 / +607-2374748,"Layer cakes, chocolate wafers, stick wafers, snack display packs",T/J first; F/E optional,"Cake tray, wafer display box, seasonal/promo packaging trial",Email/Form,submitted_no_whatsapp,submitted_no_whatsapp,Follow up by email/form or phone; no WhatsApp available,not_started,not_checked,not_checked,not_checked,,,"Phone could not reach right person. Switch to supplier proposal email focused on cakes/confectionery clear PET boxes, PET containers and inner trays. NO_WHATSAPP."
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Art Friend Malaysia,office_stationery_storage,Malaysia,https://www.artfriend.com.my/,,,art and craft supplies,Non-food track; lower current priority,craft organizer boxes and kit packaging,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,B-PAC,food packaging supplier,Malaysia,https://b-pac.com.my/collections/disposable-plastic-food-container,,,Disposable plastic food container supplier,Needs product-format check,Online/retail channel for food container SKUs; K-series can be offered for general commodity packaging if suitable,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Ban Lee Hin Engineering & Construction,hardware_fastener_parts_box,Malaysia,https://www.banleehin.com/,,,industrial hardware supplier,Non-food track; lower current priority,industrial parts boxes,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,Basic Kitchen Sdn Bhd,kitchen/cafe supplies; supply_chain_outsourcing,Malaysia,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,kitchen supplies,Supply-chain outsourcing; not HUASUE-only,"paper cups, paper bags, takeaway supplies, food containers",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,not_started,not_checked,not_checked,not_checked,,,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
未审核-AI预筛,T3 AI_prescreen,,T3 AI_prescreen,Bask Bear Coffee,cafe chain; supply_chain_outsourcing,Malaysia,https://mifb.com.my/mycafeexpo/,,,coffee chain,T/J first; F/E optional,"paper cups, paper bags, bakery/snack packaging",Website/contact discovery,needs_contact_research,uncontacted / 未跟进-待背景调查,先核验官网/联系人/采购负责人；再决定是否开发 / Verify buyer/procurement contact and current packaging; classify as supply-chain outsourcing opportunity.,not_started,not_checked,not_checked,not_checked,,,"Malaysia Café Expo ecosystem target: MCE official page states it covers cafe owners, roasters, suppliers, bakery/pastries, snacks/confectionery and cafe franchise/licensing brands; these are target ecosystem companies, not confirmed exhibitor names."
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Benns Chocolate,chocolate brand; food_direct_customer,Malaysia,https://www.fooddrinksmalaysia.com/who-exhibits/,,-6012 310 7452,chocolate products,F/E first; T/J optional,"PET jars, clear chocolate gift boxes, inner trays, paper bags for premium retail",WhatsApp/phone first,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,Benxon Pack,food-grade packaging manufacturer/supplier,Malaysia,https://benxonpack.com,,,,Needs product-format check,Potential reseller/partner; compare product gaps and supply to them,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3 supply_chain,,T3 supply_chain,Benxon Packaging,peer_manufacturer,Malaysia,https://benxonpack.com/,,,Food-grade plastic packaging manufacturer and supplier,Needs product-format check,K-series general items; T-series tubs; J-series packaging; complementary/overflow selected SKU cooperation,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Brown & Sugar Concept,bakery dessert favours,Kuala Lumpur,https://brownandsugar.com.my/pages/contact,bns.brownsugar@gmail.com,+60 18 316 8000,baked goods dessert table customised favours,T/J first; F/E optional,"dessert favour boxes, clear gift packs, mini PET jars, display packaging",WhatsApp/phone first,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Chin Well Holdings Berhad,hardware_fastener_parts_box,Penang,https://www.chinwell.com.my/,,,"fasteners, screws, wire products",Non-food track; lower current priority,screw/nail boxes and export cartons with inner packs,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Cocoaland / Fraser & Neave,snack_confectionery,Selangor,https://www.cocoaland.com/,,,"confectionery, gummies, snacks",F/E first; T/J optional,"PET jars, PET clear boxes and premium gift/display packaging; T/J only if they use tubs or secure PP boxes.",Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Cocon Food Industries Sdn Bhd,jelly pudding candy gummies,Kedah,https://www.cocon.com.my/contact/,cocon@cocon.com.my,04-441 2231,puddings jellies candies gummies,F/E first; T/J optional,"jelly cups, pudding containers, PET jars, candy display boxes",WhatsApp/phone first,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Colourland Paints,paint_chemical_pail,Malaysia,https://www.colourland.com.my/,,,paint manufacturer,Non-food track; lower current priority,"small paint pail, sample pot, retail pail",Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Combi-Pack Sdn Bhd,peer_manufacturer / peer_manufacturer / food_packaging_supplier,Seremban,https://www.combi-pack.com.my/,sales@combi-pack.com.my / sales@combi-pack.com.my; careers@my.tpacpackaging.com,+606 761 1268,"Leading Malaysian plastic food container manufacturer using PP/PE / Peer/cooperation angle: complementary SKU supply, overflow capacity, mould factory support, selected PP/PET items, Thailand-side production support",Peer supplier cooperation; selected PP/PET SKU supply; mould capability angle,"Do not treat as ordinary food end-customer. Use HUASUE mould factory capability, complementary PP/PET SKU supply, overflow capacity and Thailand production support.",Phone + LinkedIn BD route + sales email / Research / Gmail,research_prepared_not_contacted / gmail_draft_created,gmail_draft_created,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发 / Call office and ask for Darren Chow / business development or sourcing/OEM cooperation person; LinkedIn company/employee route; email sales with peer supplier meeting request / Call +606 761 1268 and ask for Darren Chow/business development or supplier cooperation person; then send peer supplier meeting request to sales@combi-pack.com.my. / Review and send Gmail draft r2480896521986853747; then call +606 761 1268 and ask for Darren Chow / BD,not_started / trial_researched_2026-07-04,not_checked / checked_linkedin_201_500_and_mpmc_article_315_staff_signal,not_checked,not_checked / checked_linkedin_facebook_signal / linkedin: LinkedIn company page: Packaging and Containers Manufacturing; 201-500 employees; TPAC Packaging company; 27 employees visible; named employees listed; recent updates active; facebook: Official Facebook page signal; search snippet lists sales@combi-pack.com.my and packaging solutions,,,"Peer manufacturer, not end food customer. Angle: HUASUE mould factory capability, selected PP/PET items, complementary SKU supply, overflow capacity, Thailand production support. / Draft created: draft_id=r2480896521986853747; message_id=19f2bffaa7c139de. Peer supplier cooperation angle. Attachments: B PP tamper-evident, K PP meal boxes, F PET jars."
未审核-AI预筛,T3 AI_prescreen,,T3 AI_prescreen,Cosmal Manufacturing (M) Sdn Bhd,peer_manufacturer,Melaka,https://www.cosmalbobbin.com/,,,Plastic injection molding company,Needs product-format check,K-series general items; T-series tubs; J-series packaging; complementary/overflow selected SKU cooperation,Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,CT Hardware,hardware_fastener_parts_box,Malaysia,https://www.cthardware.com/,,,hardware retail/wholesale,Non-food track; lower current priority,"hardware organizer, parts box, house-brand packaging",Website/contact discovery,,uncontacted / 未跟进-待背景调查,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Customer office - company TBC,,"No 40, Jalan Putera Indah 15/6B, Taman Putera Indah, Tongkang Pechah, Johor",,,,,Non-food track; lower current priority,T-series tubs; J-series samples; PET jars / clear containers; adjust after company confirmed,Background/contact research first,,uncontacted / 已约见-时间待定,"Confirm company name, exact time, contact person, and sample focus",not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,Customer visit - company TBC,,Google shared location - address TBC,,,,,Non-food track; lower current priority,T-series tubs; J-series samples; PET jars / clear containers; adjust after company confirmed,Background/contact research first,,uncontacted / 已约见,"Confirm company name, final date 2026-07-11 or 2026-07-12, exact time, address and contact person",not_started,not_checked,not_checked,not_checked,,,
未审核-AI预筛,T3/T4 long_term_nonfood,,T3/T4 long_term_nonfood,CzipLee Retail Sdn Bhd,office_stationery_storage,"Bangsar, Kuala Lumpur",https://shop.cziplee.com/pages/contact-us,ask@cziplee.com,+60 12 219 6004,"stationery, art supplies, office supplies",T/J first; F/E optional,"stationery storage boxes, organizers, clear gift/display packaging",Email,drafted_not_sent,drafted_not_sent,Review/send Gmail draft r5895391363817549124; WhatsApp/call +6012-2196004,not_started,not_checked,not_checked,not_checked,,,"Second batch non-food retail/channel. Angle: stationery storage boxes, organizers, clear gift/display packaging."
